,Unnamed: 0,Endo_id,name,uniprot,ensembl,binding_hormones,anatomical structure
587,587,ENR00824,NPY2-R,P49146,ENST00000393843,"['ENH00539', 'ENH00164', 'ENH00540']","['ENC00182', 'ENC00403', 'ENC00050', 'ENC00257', 'ENC00134', 'ENC00404', 'ENC00361', 'ENC00189']"
588,588,ENR00825,CB1,P21554,ENST00000428600,"['ENH01052', 'ENH01083', 'ENH01081', 'ENH01082']","['ENC00262', 'ENC00050', 'ENC00552', 'ENC00048', 'ENC00074', 'ENC00312', 'ENC00009', 'ENC00357', 'ENC00487', 'ENC00553', 'ENC00557', 'ENC00267']"
589,589,ENR00826,CB2,P34972,ENST00000374472,"['ENH01083', 'ENH01052', 'ENH01081', 'ENH01082']",['ENC00248']
590,590,ENR00827,mGluR1,Q13255,ENST00000392299,['ENH00734'],"['ENC00540', 'ENC00050', 'ENC00487']"
591,591,ENR00828,mGluR2,Q14416,ENST00000442933,['ENH00734'],['ENC00020']
592,592,ENR00829,mGluR3,Q14832,ENST00000454217,['ENH00734'],[]
593,593,ENR00830,mGluR4,Q14833,ENST00000455714,['ENH00734'],"['ENC00262', 'ENC00050', 'ENC00361', 'ENC00413']"
594,594,ENR00831,mGluR5,P41594,ENST00000455756,['ENH00734'],['ENC00540']
595,595,ENR00832,mGluR6,O15303,ENST00000458391,['ENH00734'],[]
596,596,ENR00833,mGluR7,Q14831,ENST00000458641,['ENH00734'],[]
597,597,ENR00834,TGF-beta type I receptor,P36897,ENST00000374994,[],"['ENC00163', 'ENC00093', 'ENC00037', 'ENC00112', 'ENC00379', 'ENC00424']"
598,598,ENR00835,TGF-beta type II receptor,P37173,ENST00000439925,"['ENH00212', 'ENH00213', 'ENH00223']","['ENC00076', 'ENC00093', 'ENC00007', 'ENC00037', 'ENC00112', 'ENC00427']"
599,599,ENR00836,CXCR4,P30991,empty0,"['ENH00364', 'ENH00689']","['ENC00247', 'ENC00292', 'ENC00361', 'ENC00053']"
600,600,ENR00837,CCR5,P51681,ENST00000445772,"['ENH00348', 'ENH00349', 'ENH00276', 'ENH00398', 'ENH00215']","['ENC00424', 'ENC00247']"
601,601,ENR00838,SCFR,P10721,ENST00000412167,['ENH00307'],"['ENC00318', 'ENC00078']"
602,602,ENR00839,IL-18R1,Q13478,ENST00000410040,['ENH00273'],"['ENC00074', 'ENC00130', 'ENC00144', 'ENC00115', 'ENC00127', 'ENC00184', 'ENC00112', 'ENC00048', 'ENC00248', 'ENC00287', 'ENC00288', 'ENC00292', 'ENC00233']"
603,603,ENR00840,IL-7Ralpha,P16871,ENST00000426051,['ENH00288'],[]
604,604,ENR00841,TLR2,O60603,ENST00000260010,['ENH00714'],"['ENC00248', 'ENC00247', 'ENC00018', 'ENC00130', 'ENC00306', 'ENC00424', 'ENC00426', 'ENC00217', 'ENC00231', 'ENC00450', 'ENC00453', 'ENC00454', 'ENC00438', 'ENC00364', 'ENC00460', 'ENC00216']"
605,605,ENR00842,TLR3,O15455,ENST00000296795,[],"['ENC00228', 'ENC00112', 'ENC00102', 'ENC00231', 'ENC00450', 'ENC00453', 'ENC00454', 'ENC00438', 'ENC00364', 'ENC00216']"
606,606,ENR00843,TLR4,O00206,ENST00000394487,[],"['ENC00112', 'ENC00130', 'ENC00248', 'ENC00247', 'ENC00228', 'ENC00216', 'ENC00424', 'ENC00273', 'ENC00426', 'ENC00217', 'ENC00074', 'ENC00231', 'ENC00450', 'ENC00244', 'ENC00452', 'ENC00438', 'ENC00364', 'ENC00233', 'ENC00459']"
607,607,ENR00844,TLR5,O60602,ENST00000407096,[],"['ENC00097', 'ENC00247', 'ENC00115', 'ENC00140', 'ENC00231', 'ENC00450', 'ENC00453', 'ENC00454', 'ENC00438', 'ENC00364', 'ENC00216']"
608,608,ENR00845,VEGFR-3,P35916,ENST00000432592,"['ENH00269', 'ENH00516']",[]
609,609,ENR00846,Tyro-3,Q06418,ENST00000263798,['ENH00283'],[]
610,610,ENR00848,TGFR-3,Q03167,ENST00000417833,"['ENH00213', 'ENH00332']","['ENC00037', 'ENC00112']"
611,611,ENR00851,parathyroid hormone 2 receptor,P49190,ENST00000419079,"['ENH00107', 'ENH01074']","['ENC00020', 'ENC00102', 'ENC00140', 'ENC00112', 'ENC00247', 'ENC00276', 'ENC00217', 'ENC00074']"
612,612,ENR00852,PDGFRbeta,P09619,ENST00000261799,"['ENH00324', 'ENH00258']",['ENC00424']
613,613,ENR00853,PDGFRalpha,P16234,ENST00000257290,"['ENH00257', 'ENH00258', 'ENH00322']",['ENC00283']
614,614,ENR00855,IGF-2R,P11717,ENST00000407414,"['ENH00185', 'ENH00306', 'ENH00165', 'ENH00084']",['ENC00007']
615,615,ENR00859,IFNGR2,P38484,ENST00000457700,['ENH00265'],[]
616,616,ENR00860,IFNAR1,P17181,ENST00000442357,[],['ENC00247']
617,617,ENR00861,IL-1RI,P14778,ENST00000452403,"['ENH00218', 'ENH00189', 'ENH00382']","['ENC00093', 'ENC00096', 'ENC00037', 'ENC00244', 'ENC00450', 'ENC00364', 'ENC00459', 'ENC00407', 'ENC00424']"
618,618,ENR00862,IL-2R beta,P14784,ENST00000453962,['ENH00325'],"['ENC00427', 'ENC00287']"
619,619,ENR00863,IL-3R alpha,P26951,ENST00000432757,['ENH00326'],[]
620,620,ENR00864,IL-6R,P08887,ENST00000368485,['ENH00165'],"['ENC00169', 'ENC00168', 'ENC00157', 'ENC00037', 'ENC00249', 'ENC00247', 'ENC00427', 'ENC00450', 'ENC00407']"
621,621,ENR00865,IGF-1R,P08069,ENST00000427922,"['ENH00106', 'ENH00105', 'ENH00031', 'ENH00096', 'ENH00030']","['ENC00007', 'ENC00002', 'ENC00093', 'ENC00250', 'ENC00544', 'ENC00518', 'ENC00231', 'ENC00074']"
622,622,ENR00866,GluR-2,P42262,ENST00000449365,['ENH00734'],"['ENC00020', 'ENC00265', 'ENC00266']"
623,623,ENR00867,GluR-4,P48058,ENST00000428631,['ENH00734'],"['ENC00265', 'ENC00266']"
624,624,ENR00869,GluR-5,P39086,ENST00000399914,['ENH00734'],[]
625,625,ENR00870,GluR-6,Q13002,ENST00000455610,['ENH00734'],[]
626,626,ENR00871,KA2,Q16478,ENST00000454993,['ENH00734'],[]
627,627,ENR00872,GFR-alpha-1,P56159,ENST00000439649,"['ENH00378', 'ENH00377', 'ENH00376']",[]
628,628,ENR00873,growth hormone receptor,P10912,ENST00000357703,"['ENH00116', 'ENH00111', 'ENH00147', 'ENH00117', 'ENH00187']","['ENC00004', 'ENC00250', 'ENC00249', 'ENC00053', 'ENC00528', 'ENC00122']"
629,629,ENR00874,FLT3,P36888,ENST00000380987,['ENH00695'],['ENC00318']
630,630,ENR00882,CSF2RB,P32927,ENST00000421539,"['ENH00266', 'ENH00326', 'ENH00327']",['ENC00219']
631,631,ENR00884,activin receptor type I,Q04771,ENST00000440523,"['ENH00374', 'ENH00368']","['ENC00171', 'ENC00102', 'ENC00231', 'ENC00283', 'ENC00250']"
632,632,ENR00885,activin receptor type 2B,Q13705,ENST00000352511,"['ENH00579', 'ENH00368']","['ENC00037', 'ENC00062']"
633,633,ENR00890,kinectin,Q86UP2,ENST00000438792,['ENH01154'],[]
634,634,ENR00894,GM-CSFR,P15509,ENST00000432318,['ENH00266'],"['ENC00318', 'ENC00427']"
635,635,ENR00897,trkA,P04629,ENST00000392302,['ENH00225'],['ENC00563']
636,636,ENR00898,calcitonin receptor,P30988,ENST00000426151,"['ENH00103', 'ENH00736', 'ENH00140', 'ENH00145']","['ENC00096', 'ENC00161', 'ENC00386']"
637,637,ENR00900,GluR-7,Q13003,ENST00000373093,['ENH00734'],[]
638,638,ENR00901,PPAR-alpha,Q07869,ENST00000440343,['ENH00586'],"['ENC00005', 'ENC00122', 'ENC00048', 'ENC00063', 'ENC00249', 'ENC00365', 'ENC00201', 'ENC00174']"
639,639,ENR00904,sortilin,Q99523,ENST00000256637,['ENH00099'],['ENC00360']
640,640,ENR00905,ER-beta,Q92731,ENST00000358599,['ENH00023'],"['ENC00189', 'ENC00115', 'ENC00119', 'ENC00166', 'ENC00044', 'ENC00167', 'ENC00037', 'ENC00211', 'ENC00212', 'ENC00213', 'ENC00214', 'ENC00093', 'ENC00215', 'ENC00076', 'ENC00067', 'ENC00150', 'ENC00128', 'ENC00246', 'ENC00022', 'ENC00210', 'ENC00096', 'ENC00325', 'ENC00423', 'ENC00074', 'ENC00283', 'ENC00578']"
641,641,ENR00906,progesterone receptor A,P064012,ENST00000325455,['ENH00049'],"['ENC00189', 'ENC00211', 'ENC00212', 'ENC00213', 'ENC00210']"
642,642,ENR00912,CCR8,P51685,ENST00000414803,['ENH00402'],[]
643,643,ENR00913,CCR10,P46092,ENST00000332438,"['ENH00405', 'ENH00408']",[]
644,644,ENR00914,CCR11,Q9NPB9,ENST00000424114,"['ENH00256', 'ENH00333', 'ENH00179', 'ENH00400', 'ENH00350', 'ENH00403']",[]
645,645,ENR00917,M5,P08912,ENST00000383263,['ENH00226'],"['ENC00311', 'ENC00513', 'ENC00011']"
646,646,ENR00918,PAR1,P25116,ENST00000396233,['ENH00938'],['ENC00306']
647,647,ENR00920,sst3,P32745,ENST00000402501,"['ENH00124', 'ENH00920', 'ENH00919', 'ENH00141']","['ENC00053', 'ENC00020', 'ENC00132', 'ENC00180', 'ENC00179', 'ENC00174']"
648,648,ENR00921,sst4,P31391,ENST00000255008,"['ENH00124', 'ENH00919', 'ENH00920', 'ENH00141']","['ENC00020', 'ENC00050', 'ENC00132', 'ENC00074', 'ENC00112', 'ENC00174']"
649,649,ENR00922,melatonin receptor type 1B,P49286,ENST00000257068,['ENH00039'],"['ENC00164', 'ENC00163', 'ENC00050', 'ENC00550']"
650,650,ENR00923,neurotensin receptor type 1,P30989,ENST00000370501,"['ENH00099', 'ENH00473']","['ENC00257', 'ENC00258', 'ENC00161', 'ENC00184', 'ENC00035', 'ENC00102', 'ENC00132', 'ENC00020', 'ENC00027']"
651,651,ENR00926,GABA-BR2,O75899,ENST00000259455,['ENH00246'],[]
652,652,ENR00928,galanin receptor 2,O43603,ENST00000329003,"['ENH00181', 'ENH01076']","['ENC00050', 'ENC00063', 'ENC00027', 'ENC00025', 'ENC00026']"
653,653,ENR00929,dopamine receptor D4,P21917,empty0,['ENH00021'],"['ENC00063', 'ENC00011', 'ENC00157', 'ENC00168', 'ENC00169', 'ENC00275', 'ENC00182', 'ENC00539']"
654,654,ENR00930,EGFR isoform a,P00533,ENST00000455089,"['ENH00067', 'ENH00316', 'ENH00315', 'ENH00314', 'ENH00442', 'ENH00317']","['ENC00112', 'ENC00249', 'ENC00217', 'ENC00244', 'ENC00450', 'ENC00424', 'ENC00201', 'ENC00365']"
655,655,ENR00931,TLR1,Q15399,ENST00000308979,['ENH00714'],"['ENC00247', 'ENC00233', 'ENC00231', 'ENC00450', 'ENC00453', 'ENC00454', 'ENC00438', 'ENC00248', 'ENC00364', 'ENC00287', 'ENC00216']"
656,656,ENR00932,KA1,Q16099,ENST00000438375,['ENH00734'],[]
657,657,ENR00934,thyroid hormone receptor,empty0,empty0,['ENH00056'],"['ENC00250', 'ENC00528', 'ENC00145']"
658,658,ENR00935,insulin receptor,P06213,ENST00000341500,"['ENH00031', 'ENH00084', 'ENH00096', 'ENH00201', 'ENH00704']","['ENC00176', 'ENC00004', 'ENC00122', 'ENC00048', 'ENC00180', 'ENC00189', 'ENC00231', 'ENC00174']"
659,659,ENR00936,GHS-R1,Q92847,ENST00000427970,['ENH00127'],"['ENC00002', 'ENC00145', 'ENC00189', 'ENC00053', 'ENC00361']"
660,660,ENR00939,GHS-R1a,Q928471,ENST00000427970,"['ENH00141', 'ENH00127']",['ENC00361']
661,661,ENR00941,CRF-R1,P34998,ENST00000457569,"['ENH00197', 'ENH00064']","['ENC00163', 'ENC00181', 'ENC00182', 'ENC00097', 'ENC00037', 'ENC00125', 'ENC00053', 'ENC00183', 'ENC00140', 'ENC00157', 'ENC00169', 'ENC00213', 'ENC00210', 'ENC00212', 'ENC00447', 'ENC00448', 'ENC00050', 'ENC00134', 'ENC00413', 'ENC00048', 'ENC00074', 'ENC00122', 'ENC00132', 'ENC00063', 'ENC00112', 'ENC00078', 'ENC00009', 'ENC00027', 'ENC00178', 'ENC00020', 'ENC00025']"
662,662,ENR00942,gonadotropin-releasing hormone receptor,P30968,ENST00000420975,['ENH00134'],['ENC00003']
663,663,ENR00953,adiponectin receptor 1,Q96A54,ENST00000436244,['ENH00080'],[]
664,664,ENR00954,adiponectin receptor 2,Q86V24,ENST00000357103,['ENH00080'],[]
665,665,ENR00955,MRGX2,Q96LB1,ENST00000329773,"['ENH00136', 'ENH00141']",[]
666,666,ENR00956,adrenomedullin receptor,O15218,ENST00000300098,['ENH00137'],['ENC00174']
667,667,ENR00957,GRP-R,P30550,ENST00000380289,"['ENH00626', 'ENH00137', 'ENH00150']","['ENC00102', 'ENC00132', 'ENC00007', 'ENC00284', 'ENC00184', 'ENC00414', 'ENC00405', 'ENC00415', 'ENC00416', 'ENC00035', 'ENC00182']"
668,668,ENR00958,neuromedin B receptor,P28336,ENST00000258042,['ENH00496'],"['ENC00364', 'ENC00365', 'ENC00027', 'ENC00177']"
669,669,ENR00959,calcitonin-receptor-like receptor,Q16602,ENST00000447403,"['ENH00228', 'ENH00145', 'ENH00138', 'ENH00137', 'ENH00103']","['ENC00074', 'ENC00207', 'ENC00259', 'ENC00260', 'ENC00261', 'ENC00041', 'ENC00067', 'ENC00157', 'ENC00062', 'ENC00093', 'ENC00460']"
670,670,ENR00960,bradykinin receptor B2,P30411,ENST00000306005,"['ENH01007', 'ENH00062']",['ENC00093']
671,671,ENR00962,GHSR,Q92847,ENST00000427970,['ENH00127'],"['ENC00189', 'ENC00361']"
672,672,ENR00965,CRF-R2,Q13324,ENST00000452278,"['ENH00199', 'ENH00064', 'ENH00197', 'ENH00198']","['ENC00157', 'ENC00169', 'ENC00048', 'ENC00074', 'ENC00122', 'ENC00132', 'ENC00112', 'ENC00053', 'ENC00050', 'ENC00582']"
673,673,ENR00969,gonadotropin-releasing hormone receptor 2,Q96P88,empty0,"['ENH00134', 'ENH00146']",[]
674,674,ENR00970,thyroid stimulating hormone receptor,P16473,ENST00000412429,"['ENH00148', 'ENH00121']","['ENC00177', 'ENC00145', 'ENC00313', 'ENC00314']"
675,675,ENR00971,growth hormone receptor delta 3,P10912,ENST00000357703,['ENH00111'],[]
676,676,ENR00972,GPR10,P49683,ENST00000369169,"['ENH00153', 'ENH00152']","['ENC00361', 'ENC00322']"
677,677,ENR00974,motilin receptor,O43193,ENST00000398307,['ENH00161'],[]
678,678,ENR00976,unspecified testosterone receptor 1,empty0,empty0,['ENH00057'],"['ENC00189', 'ENC00003']"
679,679,ENR00977,unspecified testosterone receptor 2,empty0,empty0,['ENH00057'],['ENC00003']
680,680,ENR00978,gastric inhibitory polypeptide receptor,P48546,ENST00000263281,['ENH00126'],['ENC00174']
681,681,ENR00979,leptin receptor,P48357,ENST00000431694,['ENH00160'],"['ENC00037', 'ENC00189', 'ENC00002', 'ENC00005', 'ENC00025', 'ENC00044', 'ENC00143', 'ENC00542', 'ENC00122', 'ENC00102', 'ENC00048', 'ENC00063', 'ENC00384', 'ENC00112', 'ENC00287', 'ENC00004', 'ENC00249']"
682,682,ENR00980,angiotensin receptor 3,empty0,empty0,['ENH00097'],[]
683,683,ENR00981,angiotensin receptor 4,empty0,empty0,['ENH00415'],[]
684,684,ENR00982,THRA1,P21205,ENST00000450525,['ENH00056'],"['ENC00025', 'ENC00020', 'ENC00074', 'ENC00250', 'ENC00093', 'ENC00249', 'ENC00216']"
685,685,ENR00983,thyroid hormone receptor alpha2,P10827,ENST00000450525,[],"['ENC00250', 'ENC00093', 'ENC00216']"
686,686,ENR00984,thyroid hormone receptor beta 2,P37243,ENST00000456926,['ENH00056'],"['ENC00025', 'ENC00250', 'ENC00093', 'ENC00216']"
687,687,ENR00985,galanin receptor 1,P47211,ENST00000299727,['ENH00181'],"['ENC00005', 'ENC00360', 'ENC00405', 'ENC00127']"
688,688,ENR00986,galanin receptor 3,O60755,ENST00000249041,['ENH00181'],"['ENC00009', 'ENC00050', 'ENC00102', 'ENC00127', 'ENC00140', 'ENC00145', 'ENC00122']"
689,689,ENR00987,dopamine receptor D5,P21918,ENST00000304374,['ENH00021'],"['ENC00130', 'ENC00048', 'ENC00011', 'ENC00539', 'ENC00413', 'ENC00361', 'ENC00050']"
690,690,ENR00988,RXR-gamma,P48443,ENST00000367891,['ENH00743'],['ENC00074']
691,691,ENR00989,RXR-beta,P28702,ENST00000456979,['ENH00743'],"['ENC00074', 'ENC00249']"
692,692,ENR00990,RAR-gamma,P13631,ENST00000425354,['ENH00743'],[]
693,693,ENR00991,GR-beta,P04150,ENST00000454007,[],"['ENC00063', 'ENC00074', 'ENC00020', 'ENC00048', 'ENC00216', 'ENC00122', 'ENC00217', 'ENC00218', 'ENC00219']"
694,694,ENR00992,orexin receptor 2,O43614,ENST00000370862,"['ENH00158', 'ENH00159']",['ENC00176']
695,695,ENR00993,orexin receptor 1,O43613,ENST00000455402,['ENH00158'],"['ENC00002', 'ENC00191']"
696,696,ENR00994,melanin-concentrating hormone receptor 1,Q99705,ENST00000381433,['ENH00157'],"['ENC00025', 'ENC00220', 'ENC00191']"
697,697,ENR00995,melanin-concentrating hormone receptor 2,Q969V1,ENST00000445970,['ENH00157'],[]
698,698,ENR00996,LRP2,P98164,ENST00000443831,['ENH00941'],[]
699,699,ENR00998,histamine H4 receptor,Q9H3N8,ENST00000426880,['ENH00219'],"['ENC00078', 'ENC00248', 'ENC00018', 'ENC00219', 'ENC00217', 'ENC00228', 'ENC00251', 'ENC00088', 'ENC00249', 'ENC00130', 'ENC00144', 'ENC00074', 'ENC00127', 'ENC00184', 'ENC00048', 'ENC00287']"
700,700,ENR00999,PTHR1,Q03431,ENST00000449590,"['ENH01074', 'ENH00222', 'ENH00107']","['ENC00096', 'ENC00063', 'ENC00093', 'ENC00318', 'ENC00320', 'ENC00250']"
701,701,ENR01000,ErbB4,Q15303,ENST00000436443,"['ENH00319', 'ENH00442', 'ENH00443', 'ENH00318', 'ENH00867', 'ENH00316', 'ENH00861', 'ENH00243', 'ENH00317', 'ENH00444']",[]
702,702,ENR01001,IL-12R,"['P427011', 'Q996651']",empty0,['ENH00259'],[]
703,703,ENR01002,SHBG-R,P04278,ENST00000380450,"['ENH00002', 'ENH00003', 'ENH00023', 'ENH00057']",['ENC00115']
704,704,ENR01003,ALK7,Q8NER5,ENST00000409680,"['ENH00683', 'ENH00360', 'ENH00359', 'ENH00681', 'ENH00680']",['ENC00005']
705,705,ENR01004,ferroportin-1,Q9NP59,ENST00000455320,['ENH00361'],"['ENC00309', 'ENC00216', 'ENC00249', 'ENC00273', 'ENC00112']"
706,706,ENR01005,transferrin receptor 2,Q9UP52,ENST00000431692,['ENH00948'],"['ENC00249', 'ENC00035', 'ENC00013']"
707,707,ENR01006,IL-17R,Q96F46,ENST00000425985,"['ENH00354', 'ENH00584', 'ENH00587']",['ENC00234']
708,708,ENR01007,transferrin receptor 1,P02786,ENST00000426789,['ENH00948'],"['ENC00137', 'ENC00249']"
709,709,ENR01008,T-cadherin,P55290,ENST00000446376,"['ENH00947', 'ENH00080']","['ENC00128', 'ENC00231', 'ENC00086']"
710,710,ENR01009,IL-5R,Q01344,ENST00000456302,['ENH00327'],"['ENC00219', 'ENC00305']"
711,711,ENR01011,IL -3R,"['P26951', 'P32927']",empty0,['ENH00326'],['ENC00318']
712,712,ENR01012,5-HT3 receptor,P46098,ENST00000375498,['ENH00166'],"['ENC00050', 'ENC00182', 'ENC00275', 'ENC00386', 'ENC00425', 'ENC00161']"
713,713,ENR01013,vitronectin receptor,P06756,ENST00000433736,"['ENH00459', 'ENH00451', 'ENH00453', 'ENH00454', 'ENH00446', 'ENH00765']","['ENC00096', 'ENC00216']"
714,714,ENR01017,CD44 isoform 1,P16070,ENST00000449691,"['ENH00453', 'ENH00946']","['ENC00222', 'ENC00102', 'ENC00074']"
715,715,ENR01018,thrombospondin receptor,P16671,ENST00000447544,"['ENH00548', 'ENH00549', 'ENH00459']","['ENC00013', 'ENC00247', 'ENC00231', 'ENC00066', 'ENC00112', 'ENC00122', 'ENC00004', 'ENC00018', 'ENC00207', 'ENC00037', 'ENC00005']"
716,716,ENR01019,laminin receptor,P08865,ENST00000458478,['ENH00825'],"['ENC00074', 'ENC00184', 'ENC00018', 'ENC00020', 'ENC00306', 'ENC00097', 'ENC00112', 'ENC00115', 'ENC00125']"
717,717,ENR01020,glucagon-like peptide 2 receptor,O95838,ENST00000458005,['ENH00467'],"['ENC00344', 'ENC00184', 'ENC00127', 'ENC00244', 'ENC00132']"
718,718,ENR01022,macrophage-stimulating protein receptor,Q04912,ENST00000451369,['ENH00281'],"['ENC00222', 'ENC00247']"
719,719,ENR01024,integrin beta-1,P05556,ENST00000437302,['ENH00740'],"['ENC00112', 'ENC00122', 'ENC00283', 'ENC00379']"
720,720,ENR01025,BMP receptor type II,Q13873,ENST00000445231,"['ENH00366', 'ENH00367', 'ENH00369', 'ENH00696', 'ENH00373', 'ENH00368']","['ENC00125', 'ENC00283', 'ENC00048', 'ENC00249', 'ENC00011', 'ENC00007']"
721,721,ENR01026,BMP receptor type 1A,P36894,ENST00000372037,"['ENH00366', 'ENH00367', 'ENH00373']","['ENC00122', 'ENC00007']"
722,722,ENR01027,BMP receptor type IB,O00238,ENST00000440890,['ENH00371'],"['ENC00044', 'ENC00011', 'ENC00250']"
723,723,ENR01028,B-CAM,P50895,ENST00000391955,['ENH00522'],"['ENC00020', 'ENC00014', 'ENC00342', 'ENC00018', 'ENC00063', 'ENC00112', 'ENC00122']"
724,724,ENR01029,frizzled 1,Q9UP38,ENST00000287934,"['ENH00480', 'ENH00479', 'ENH00477', 'ENH00478']","['ENC00048', 'ENC00112', 'ENC00074', 'ENC00063', 'ENC00102', 'ENC00115', 'ENC00097', 'ENC00145', 'ENC00062']"
725,725,ENR01030,frizzled 3,Q9NPG1,ENST00000240093,[],"['ENC00262', 'ENC00050', 'ENC00171', 'ENC00102', 'ENC00062', 'ENC00222', 'ENC00132', 'ENC00233']"
726,726,ENR01031,frizzled 9,O00144,ENST00000344575,"['ENH00536', 'ENH00486', 'ENH00490']","['ENC00020', 'ENC00323', 'ENC00063', 'ENC00122', 'ENC00140']"
727,727,ENR01032,frizzled 10,Q9ULW2,ENST00000229030,"['ENH00487', 'ENH00486']","['ENC00020', 'ENC00262', 'ENC00048', 'ENC00050', 'ENC00011', 'ENC00181', 'ENC00102', 'ENC00112', 'ENC00258', 'ENC00122', 'ENC00357', 'ENC00130', 'ENC00134', 'ENC00587', 'ENC00588']"
728,728,ENR01033,kremen 1,Q96MU8,ENST00000453585,['ENH00498'],"['ENC00323', 'ENC00093']"
729,729,ENR01034,kremen 2,Q8NCW0,ENST00000451815,"['ENH00498', 'ENH00502', 'ENH00499']","['ENC00020', 'ENC00246']"
730,730,ENR01036,TNFRSF18 isoform 1,Q9Y5U5,ENST00000379268,['ENH00541'],"['ENC00306', 'ENC00130']"
731,731,ENR01038,TNFRSF12A,Q9NP84,ENST00000341627,['ENH00552'],"['ENC00063', 'ENC00048', 'ENC00152', 'ENC00128', 'ENC00150', 'ENC00231']"
732,732,ENR01039,TNFRSF13C,Q96RJ3,ENST00000291232,['ENH00568'],"['ENC00130', 'ENC00306', 'ENC00233', 'ENC00144']"
733,733,ENR01040,TNFRSF17,Q02223,ENST00000435355,"['ENH00566', 'ENH00568']",['ENC00233']
734,734,ENR01041,PLXND1,Q9Y4D7,ENST00000393239,['ENH00564'],"['ENC00048', 'ENC00112', 'ENC00074', 'ENC00122', 'ENC00063', 'ENC00144', 'ENC00020', 'ENC00184', 'ENC00130', 'ENC00127', 'ENC00389', 'ENC00150', 'ENC00231', 'ENC00260', 'ENC00390', 'ENC00391', 'ENC00263', 'ENC00140']"
735,735,ENR01042,PLXNA1,Q9UIW2,ENST00000393409,"['ENH00535', 'ENH00561', 'ENH00560']",[]
736,736,ENR01044,PLXNA2,O75051,ENST00000367033,['ENH00535'],"['ENC00020', 'ENC00122', 'ENC00112']"
737,737,ENR01045,PLXNA3,P51805,ENST00000369682,['ENH00535'],[]
738,738,ENR01046,PLXNA4,Q9HCM2,ENST00000424465,['ENH00535'],[]
739,739,ENR01047,PLXNB1,O43157,ENST00000456774,['ENH00580'],"['ENC00020', 'ENC00063', 'ENC00575', 'ENC00570', 'ENC00360', 'ENC00050', 'ENC00164', 'ENC00249']"
740,740,ENR01048,PLXNB2,O15031,ENST00000449103,['ENH00580'],[]
741,741,ENR01049,CXCR6,O00574,ENST00000458629,['ENH00581'],[]
742,742,ENR01050,fas receptor,P25445,ENST00000371875,['ENH00583'],"['ENC00424', 'ENC00249', 'ENC00438', 'ENC00429', 'ENC00273']"
743,743,ENR01051,CysLTR1,Q9Y271,ENST00000373304,"['ENH00589', 'ENH00997', 'ENH00586', 'ENH00990', 'ENH00991', 'ENH00993', 'ENH00998', 'ENH00994', 'ENH01000', 'ENH01004', 'ENH01003', 'ENH00590', 'ENH00588', 'ENH00999', 'ENH00992', 'ENH00995']","['ENC00130', 'ENC00074', 'ENC00112', 'ENC00127', 'ENC00102', 'ENC00184', 'ENC00048', 'ENC00389']"
744,744,ENR01052,CysLTR2,Q9NS75,ENST00000282018,"['ENH00590', 'ENH00589', 'ENH00588']","['ENC00048', 'ENC00112', 'ENC00130', 'ENC00389', 'ENC00009', 'ENC00074', 'ENC00128']"
745,745,ENR01053,LTB4-R2,Q9NPC1,ENST00000336557,"['ENH00586', 'ENH00993', 'ENH00995', 'ENH00999', 'ENH01001', 'ENH00992', 'ENH00991', 'ENH00990', 'ENH00997', 'ENH00998', 'ENH00994', 'ENH01000']",['ENC00248']
746,746,ENR01054,QRFP-R,Q96P65,ENST00000394427,['ENH00591'],['ENC00168']
747,747,ENR01055,NPSR1,Q6W5P4,ENST00000396095,['ENH00592'],"['ENC00182', 'ENC00413', 'ENC00361', 'ENC00487']"
748,748,ENR01056,NPFF-R1,Q9GZQ6,ENST00000449957,"['ENH00594', 'ENH00596', 'ENH00597', 'ENH00598', 'ENH00595']","['ENC00361', 'ENC00053']"
749,749,ENR01057,NPFF-R2,Q9Y5X5,ENST00000440461,"['ENH00594', 'ENH00595']",[]
750,750,ENR01058,GPR7,P48145,ENST00000331251,"['ENH00600', 'ENH00602', 'ENH00601', 'ENH00599']","['ENC00262', 'ENC00275', 'ENC00050', 'ENC00182', 'ENC00315', 'ENC00322']"
751,751,ENR01059,GPR8,P48146,ENST00000369768,"['ENH00600', 'ENH00601', 'ENH00602', 'ENH00599']",[]
752,752,ENR01060,OPRL1,P41146,ENST00000450417,['ENH00474'],"['ENC00163', 'ENC00361', 'ENC00050', 'ENC00182', 'ENC00134', 'ENC00357']"
753,753,ENR01061,sVEGF-R1,P17948,ENST00000282397,"['ENH00231', 'ENH00514', 'ENH00272']","['ENC00074', 'ENC00112', 'ENC00063', 'ENC00048', 'ENC00020', 'ENC00150']"
754,754,ENR01062,renin receptor,O75787,ENST00000447485,['ENH00612'],"['ENC00048', 'ENC00020', 'ENC00112', 'ENC00063']"
755,755,ENR01063,apelin receptor,P35414,ENST00000444275,"['ENH00613', 'ENH00614', 'ENH00615', 'ENH00616']","['ENC00280', 'ENC00284', 'ENC00130', 'ENC00144', 'ENC00097', 'ENC00127', 'ENC00184', 'ENC00025', 'ENC00050']"
756,756,ENR01064,bombesin receptor 3,P32247,ENST00000370648,['ENH00150'],[]
757,757,ENR01065,NMU-R1,Q9HB89,ENST00000305141,['ENH00625'],"['ENC00262', 'ENC00050', 'ENC00357', 'ENC00140']"
